Chr	start	end	gene	depth	R-190115-979857-BLD-101100_BC_E19011812-32-DNA_F1901184313-27_L190118-00002-H6_20190121-C8_panel12_plus_P190121536-1_sample20190121-B3-A00168-log2_ND
chr5	176686959	176687206	NSD1	3278	0.57019119
chr5	176694539	176694742	NSD1	1299	-0.35327113
chr5	176696579	176696817	NSD1	2010	-0.01236247
chr5	176700649	176700814	NSD1	720	-0.89062697
chr5	176707534	176707844	NSD1	2998	0.19921001
chr5	176709444	176709616	NSD1	1300	0.036269946
chr5	176710759	176710974	NSD1	1421	-0.27039859
chr5	176715794	176715959	NSD1	1883	0.44282281
chr5	176718919	176719180	NSD1	1545	-0.56526304
chr5	176720804	176722488	NSD1	10216	-0.17848707
chr5	179041709	179041783	HNRNPH1	188	-1.0858075
chr5	179041799	179041876	HNRNPH1	263	-1.2981629
chr5	180030211	180030427	FLT4	1491	0.0027866478
chr5	180034731	180034838	FLT4	66	-3.0920828
chr5	180034886	180035015	FLT4	52	-4.1186256
chr5	180035926	180036077	FLT4	1248	0
chr5	180036881	180037057	FLT4	1787	0.33699001
chr5	180038301	180038516	FLT4	1473	0.025625226
chr5	180039476	180039659	FLT4	803	-0.61540455
chr5	180039981	180040123	FLT4	491	-1.0244811
chr5	180041041	180041214	FLT4	656	-0.87265098
chr5	180043336	180043513	FLT4	1181	-0.14248479
chr5	180043866	180044021	FLT4	1285	0.13331105
chr5	180045746	180045957	FLT4	1681	0.33399612
chr5	180045991	180046129	FLT4	1138	0.28871953
chr5	180046231	180046401	FLT4	1287	0.22996451
chr5	180046641	180046774	FLT4	715	-0.25513171
chr5	180047151	180047320	FLT4	1168	0.06079986
chr5	180047576	180047730	FLT4	363	-1.7312714
chr5	180047846	180048026	FLT4	1023	-0.27518522
chr5	180048081	180048283	FLT4	1207	-0.086393604
chr5	180048516	180048933	FLT4	3656	0.30177364
chr5	180049706	180049884	FLT4	972	-0.58136385
chr5	180050906	180051099	FLT4	1532	0.3054191
chr5	180052846	180053056	FLT4	1092	-0.38298627
chr5	180053086	180053295	FLT4	1479	0.095111757
chr5	180055856	180056031	FLT4	704	-0.77434143
chr5	180056231	180056445	FLT4	2728	0.88901286
chr5	180056666	180056860	FLT4	1160	-0.30637243
chr5	180056911	180057135	FLT4	1604	0.07428184
chr5	180057201	180057376	FLT4	1005	-0.30017661
chr5	180057531	180057808	FLT4	3742	1.0437801
chr5	180058656	180058789	FLT4	849	-0.029906787
chr5	180076441	180076589	FLT4	471	-1.1672753
chr6	393130	393400	IRF4	1625	-0.10185589
chr6	394790	395028	IRF4	2016	-0.0089223596
chr6	395810	395954	IRF4	1488	0.33493025
chr6	397085	397290	IRF4	1277	-0.31970052
chr6	398795	398978	IRF4	2314	0.66658904
chr6	401395	401819	IRF4	3768	0.096718821
chr6	404995	405173	IRF4	2219	0.50525021
chr6	406740	406918	IRF4	1083	0.16171148
chr6	407420	407632	IRF4	1431	0.03565878
chr6	6167477	6167553	F13A1	267	-0.94864677
chr6	24687849	24687921	ACOT13	189	-1.3938528
chr6	29909996	29911619	HLA-A	15	-9.3295473
chr6	29911626	29911748	HLA-A	0.001	-19.879128
chr6	29911766	29911935	HLA-A	2	-9.3853336
chr6	29912116	29913702	HLA-A	1403	-3.1573427
chr6	30708528	30708602	FLOT1	88	-2.8653663
chr6	31236023	31236682	HLA-C	173	-5.0713974
chr6	31236718	31237394	HLA-C	7	-9.6254755
chr6	31237408	31237826	HLA-C	0.001	-21.767179
chr6	31237863	31238060	HLA-C	0.001	-20.435478
chr6	31238228	31238332	HLA-C	0.001	-19.486518
chr6	31238343	31238417	HLA-C	0.001	-18.983018
chr6	31238468	31238857	HLA-C	0.001	-21.595833
chr6	31238903	31239008	HLA-C	0.001	-19.28562
chr6	31239063	31239136	HLA-C	2	-8.0122101
chr6	31239193	31239334	HLA-C	31	-4.9700509
chr6	31239368	31239470	HLA-C	204	-1.6010847
chr6	31239663	31239802	HLA-C	0.001	-19.821219
chr6	31239813	31240260	HLA-C	23	-7.2062051
chr6	31240263	31240355	HLA-C	0.001	-19.580506
chr6	31321116	31321785	HLA-B	102	-5.8349479
chr6	31321806	31322286	HLA-B	80	-5.7692653
chr6	31322311	31322605	HLA-B	67	-5.1316205
chr6	31322606	31322845	HLA-B	21	-6.5407515
chr6	31322846	31323168	HLA-B	94	-4.734702
chr6	31323181	31323260	HLA-B	74	-3.1776244
chr6	31323336	31323472	HLA-B	42	-4.6795889
chr6	31323501	31323968	HLA-B	179	-4.4111346
chr6	31324126	31324258	HLA-B	99	-3.0991599
chr6	31324286	31324417	HLA-B	63	-3.6362767
chr6	31324471	31324571	HLA-B	255	-1.2856982
chr6	31324576	31324651	HLA-B	197	-1.3236311
chr6	31324771	31324876	HLA-B	2	-8.3426965
chr6	31324901	31325254	HLA-B	0.001	-21.347491
chr6	31797851	31797921	HSPA1B	195	-1.5825653
chr6	33286471	33286625	DAXX	262	-2.3736364
chr6	33286746	33287026	DAXX	491	-2.1507493
chr6	33287136	33287668	DAXX	1563	-1.6057015
chr6	33287756	33287875	DAXX	566	-0.7687752
chr6	33287911	33288015	DAXX	439	-0.73724828
chr6	33288121	33288409	DAXX	1653	-0.52207503
chr6	33288481	33289359	DAXX	1790	-1.9484776
chr6	33289466	33289786	DAXX	390	-2.6872037
chr6	33290586	33290725	DAXX	582	-0.66408653
chr6	36645584	36645733	CDKN1A	1454	0.17904228
chr6	36646424	36646748	CDKN1A	4827	1.179917
chr6	36651844	36652347	CDKN1A	3685	0.061902535
chr6	36653479	36653614	CDKN1A	1092	0.058759785
chr6	41903646	41903879	CCND3	2286	0.56226742
chr6	41904271	41904450	CCND3	678	-1.0007726
chr6	41904941	41905155	CCND3	1478	-0.21169406
chr6	41908086	41908365	CCND3	739	-1.2989392
chr6	41908666	41909404	CCND3	3439	-0.52626046
chr6	43736306	43736461	rs699947	1107	-0.28653721
chr6	43737756	43737881	rs1570360	458	-0.70478148
chr6	43738451	43738725	VEGFA	2157	0.26051867
chr6	43738741	43739091	VEGFA	3200	0.4265625
chr6	43739696	43739870	VEGFA	1592	0.43641688
chr6	43742031	43742174	VEGFA	1033	0.011126892
chr6	43745181	43745427	VEGFA	1563	-0.34083323
chr6	43746161	43746315	VEGFA	1284	-0.04003331
chr6	43746566	43746708	VEGFA	1986	0.63076264
chr6	43748446	43748621	VEGFA	1486	-0.023914517
chr6	43749666	43749838	VEGFA	1451	-0.065757727
chr6	43752236	43752390	VEGFA	912	-0.45363536
chr6	52272394	52272468	PAQR8	360	-0.835649
chr6	52668604	52668750	rs3957357	663	-1.0096548
chr6	93953119	93953293	EPHA7	1601	0.31802515
chr6	93954994	93955207	EPHA7	1605	0.19374072
chr6	93956479	93956721	EPHA7	2841	0.55428717
chr6	93964339	93964510	EPHA7	1735	0.45230226
chr6	93965519	93965771	EPHA7	1613	-0.31192238
chr6	93967129	93967240	EPHA7	1027	0.529738
chr6	93967794	93968033	EPHA7	2666	0.51251981
chr6	93969049	93969215	EPHA7	2148	0.71823211
chr6	93970169	93970513	EPHA7	1387	0
chr6	93973534	93973673	EPHA7	816	-0.13285341
chr6	93974289	93974465	EPHA7	674	-1.0250303
chr6	93979169	93979401	EPHA7	2215	0.3443663
chr6	93981994	93982169	EPHA7	1551	0.091208896
chr6	94066399	94066786	EPHA7	5800	0.72847616
chr6	94067949	94068154	EPHA7	987	-0.78946003
chr6	94120184	94120918	EPHA7	8753	0.54992275
chr6	94124379	94124513	EPHA7	871	0.30382654
chr6	94128929	94129076	EPHA7	2323	0.80507195
chr6	106534376	106534473	PRDM1	1129	0.52795748
chr6	106536046	106536360	PRDM1	3320	0.29739499
chr6	106543466	106543637	PRDM1	1496	0.22221244
chr6	106546026	106546998	PRDM1	10698	0.48185853
chr6	106547146	106547437	PRDM1	3599	0.47879527
chr6	106552666	106553829	PRDM1	11263	0.27387911
chr6	106554221	106554400	PRDM1	1730	0.13436543
chr6	106554761	106555380	PRDM1	4290	-0.32849637
chr6	117609633	117609983	ROS1	3810	0.41227381
chr6	117622088	117622324	ROS1	1998	0.35176516
chr6	117629933	117630106	ROS1	1190	-0.092593033
chr6	117631213	117631463	ROS1	1862	-0.1859193
chr6	117632148	117632328	ROS1	486	-1.4371718
chr6	117638273	117638528	ROS1	1425	-0.55381019
chr6	117639253	117639541	ROS1	2001	-0.092172455
chr6	117641008	117641428	ROS1	6158	0.8315996
chr6	117641438	117642993	ROS1	13101	0.77930832
chr6	117643003	117643174	ROS1	1463	0.77283358
chr6	117643188	117645141	ROS1	15589	0.69792135
chr6	117645158	117646127	ROS1	5582	0.32317793
chr6	117646173	117647264	ROS1	5383	-0.33896705
chr6	117647288	117648778	ROS1	13208	0.36009852
chr6	117648783	117648918	ROS1	1221	0.79867522
chr6	117648933	117650611	ROS1	14735	0.4223654
chr6	117650623	117651171	ROS1	4189	-0.21820434
chr6	117651198	117651413	ROS1	724	-1.194736
chr6	117651563	117651682	ROS1	258	-1.7331296
chr6	117651748	117651892	ROS1	276	-2.258211
chr6	117651958	117652078	ROS1	165	-2.4686372
chr6	117652093	117652174	ROS1	124	-2.6359144
chr6	117652383	117652459	ROS1	132	-1.848633
chr6	117652493	117652591	ROS1	310	-1.1735788
chr6	117654168	117654233	ROS1	118	-2.2878573
chr6	117657143	117657336	ROS1	1247	0.7697549
chr6	117657873	117658530	ROS1	4530	0.5081048
chr6	117662273	117662507	ROS1	1812	0.069199807
chr6	117662538	117662821	ROS1	2805	0.37903525
chr6	117663538	117663712	ROS1	1865	0.88988258
chr6	117665188	117665442	ROS1	2192	0.17393674
chr6	117674123	117674363	ROS1	2419	0.40054323
chr6	117677758	117678105	ROS1	3854	0.49157732
chr6	117678943	117679182	ROS1	1348	0.117988
chr6	117680938	117681184	ROS1	1055	-0.78616649
chr6	117681453	117681589	ROS1	970	0.030328188
chr6	117683743	117684059	ROS1	2930	0.34431964
chr6	117686198	117686396	ROS1	1260	-0.12530424
chr6	117686708	117686920	ROS1	793	-1.0169742
chr6	117687203	117687491	ROS1	2148	-0.076302747
chr6	117700188	117700336	ROS1	494	-1.3827922
chr6	117704398	117704683	ROS1	2021	-0.085479524
chr6	117706823	117707066	ROS1	1116	-0.81342891
chr6	117708023	117708196	ROS1	984	-0.37223947
chr6	117708908	117709233	ROS1	2161	-0.40580801
chr6	117710483	117711047	ROS1	3383	-0.57196179
chr6	117714363	117714496	ROS1	712	-0.25576608
chr6	117715298	117715554	ROS1	610	-1.5475917
chr6	117715743	117715929	ROS1	778	-0.48164532
chr6	117717313	117717454	ROS1	798	-0.50157122
chr6	117718053	117718294	ROS1	2576	0.49171309
chr6	117724268	117724463	ROS1	555	-1.5574591
chr6	117725408	117725620	ROS1	1662	0.021113709
chr6	117730693	117730854	ROS1	1065	-0.37656627
chr6	117737373	117737524	ROS1	290	-1.4812676
chr6	117739563	117739712	ROS1	628	-0.9150593
chr6	117746673	117746852	ROS1	0.001	-20.341479
chr6	138192338	138192683	TNFAIP3	3799	0.35963944
chr6	138195958	138196191	TNFAIP3	2463	0.29953685
chr6	138196803	138197018	TNFAIP3	1595	-0.18477673
chr6	138197108	138197313	TNFAIP3	2415	0.4591961
chr6	138198178	138198443	TNFAIP3	2539	0.36757304
chr6	138199543	138200525	TNFAIP3	8329	0.086757925
chr6	138201173	138201423	TNFAIP3	2899	0.38871935
chr6	138202138	138202494	TNFAIP3	2226	-0.36359723
chr6	148792440	148792513	SASH1	254	-0.53078691
chr6	152129024	152129507	ESR1	4578	0.51081485
chr6	152163704	152163949	ESR1	2759	0.36197855
chr6	152201764	152201935	ESR1	1125	-0.36464435
chr6	152265284	152265678	ESR1	2807	-0.34436266
chr6	152332759	152332952	ESR1	3499	1.1212518
chr6	152382104	152382286	ESR1	1437	0.01928473
chr6	152415494	152415746	ESR1	1328	-0.63329704
chr6	152419834	152420118	ESR1	3023	0.46920942
chr6	154762305	154762377	CNKSR3	334	-0.84403422
chr6	157098960	157099171	ARID1B	965	-0.56713009
chr6	157099175	157099321	ARID1B	863	-0.20365529
chr6	157099435	157099984	ARID1B	2120	-0.84376145
chr6	157100125	157100406	ARID1B	795	-1.2314496
chr6	157100445	157100610	ARID1B	952	-0.18011688
chr6	157150330	157150574	ARID1B	2668	0.46962898
chr6	157192690	157192844	ARID1B	1601	0.39807248
chr6	157222475	157222694	ARID1B	4619	1.4657829
chr6	157256575	157256746	ARID1B	1956	0.61149542
chr6	157405770	157406051	ARID1B	3112	0.49023144
chr6	157431575	157431718	ARID1B	2356	0.95202927
chr6	157454140	157454381	ARID1B	1300	-0.71800643
chr6	157469730	157470132	ARID1B	3373	0.074135688
chr6	157488140	157488361	ARID1B	2274	0.42029837
chr6	157495110	157495294	ARID1B	2434	0.59192262
chr6	157495955	157496161	ARID1B	1002	-0.78432803
chr6	157502080	157502319	ARID1B	1951	0.05063774
chr6	157505330	157505594	ARID1B	1986	-0.14136747
chr6	157510750	157510928	ARID1B	1412	-0.019592876
chr6	157511140	157511357	ARID1B	1667	-0.20145009
chr6	157517265	157517485	ARID1B	1761	-0.14819595
chr6	157519910	157520053	ARID1B	2631	1.2116644
chr6	157521805	157522644	ARID1B	6202	-0.083216369
chr6	157524970	157525160	ARID1B	2828	0.85388435
chr6	157527285	157529053	ARID1B	14583	0.20236513
chr6	159190955	159191830	EZR_fus	882	-3.0289721
chr6	159459220	159459297	TAGAP	416	-0.58040348
chr6	159459310	159459383	TAGAP	467	-0.33967672
chr6	160113790	160113949	rs4880	1848	0.80525798
chr6	160670209	160670355	rs316019	846	-0.59479957
chr6	161523759	161523831	MAP3K4	428	-0.6700415
chr6	161523849	161523917	MAP3K4	705	1.0364844
chr6	161771099	161771285	PARK2	1845	0.55717336
chr6	161781094	161781273	PARK2	2896	0.88360777
chr6	161807789	161807937	PARK2	1567	0.20991976
chr6	161966109	161966495	PARK2	3562	0.42620567
chr6	161969864	161970074	PARK2	1021	-0.5982504
chr6	161990339	161990483	PARK2	1065	-0.24611017
chr6	162137054	162137214	PARK2	889	-0.6577257
chr6	162206779	162206949	PARK2	921	-0.64206306
chr6	162394312	162394487	PARK2	1988	0.5538429
chr6	162475082	162475224	PARK2	1079	-0.18757737
chr6	162622137	162622321	PARK2	1677	0.046700132
chr6	162683522	162683816	PARK2	2611	0.099325472
chr6	162864312	162864525	PARK2	1862	0.1355423
chr6	163148622	163148761	PARK2	732	-0.33654654
chr7	2946248	2946490	CARD11	1461	-0.17780538
chr7	2949658	2949838	CARD11	1056	-0.42306519
chr7	2951783	2951963	CARD11	1615	0.22173977
chr7	2952893	2953139	CARD11	1888	0.22317089
chr7	2954848	2955021	CARD11	1902	0.67391112
chr7	2956888	2957045	CARD11	819	-0.70700761
chr7	2958098	2958246	CARD11	1521	0.6190854
chr7	2958448	2958729	CARD11	2700	0.16829728
chr7	2958983	2959259	CARD11	2294	0.24838491
chr7	2962233	2962422	CARD11	1783	0.39609406
chr7	2962733	2962991	CARD11	1462	-0.18492775
chr7	2963843	2964018	CARD11	655	-1.0025302
chr7	2966323	2966468	CARD11	957	-0.32308296
chr7	2968208	2968347	CARD11	804	-0.22662996
chr7	2969593	2969738	CARD11	1733	0.72803143
chr7	2972118	2972226	CARD11	477	-0.85487174
chr7	2974063	2974303	CARD11	1644	-0.1826789
chr7	2976648	2976891	CARD11	3223	0.88800559
chr7	2977518	2977689	CARD11	1091	-0.22985695
chr7	2978288	2978493	CARD11	1934	0.52853145
chr7	2979358	2979597	CARD11	2886	0.46006398
chr7	2983818	2984205	CARD11	3706	0.29607729
chr7	2985428	2985596	CARD11	1040	-0.47685152
chr7	2987183	2987458	CARD11	2443	0.075228122
chr7	2998078	2998225	CARD11	749	-0.730126
chr7	5430005	5430081	TNRC18	89	-2.7527401
chr7	6012998	6013213	PMS2	2585	0.4868587
chr7	6017193	6017392	PMS2	2215	0.52229129
chr7	6018193	6018339	PMS2	924	0.057681748
chr7	6022433	6022639	PMS2	1462	-0.19723312
chr7	6026368	6027278	PMS2	10758	0.43196321
chr7	6029403	6029610	PMS2	989	-0.38036282
chr7	6031568	6031713	PMS2	462	-1.2967776
chr7	6035158	6035305	PMS2	777	-0.65519145
chr7	6036933	6037065	PMS2	289	-1.8105437
chr7	6038703	6038922	PMS2	1632	-0.19432581
chr7	6042163	6042231	PMS2	426	-0.6593711
chr7	6043328	6043398	PMS2	151	-2.1473734
chr7	6043563	6043706	PMS2	579	-0.41177194
chr7	6045528	6045607	PMS2	150	-2.2882806
chr7	6048558	6048725	PMS2	670	-0.74147958
chr7	6414384	6414453	RAC1	101	-2.3703735
chr7	6426794	6426865	RAC1	730	0.71217438
chr7	6426884	6426955	RAC1	919	0.97040659
chr7	6431619	6431696	RAC1	448	-0.57679539
chr7	6438244	6438378	RAC1	848	-0.33347136
chr7	6439704	6439774	RAC1	875	0.95084923
chr7	6439794	6439868	RAC1	536	0.053328653
chr7	6441469	6441547	RAC1	492	-0.58846073
chr7	6441599	6441676	RAC1	675	-0.04511445
chr7	6441914	6441994	RAC1	761	0.17230678
chr7	13935459	13935750	ETV1	1834	-0.45648707
chr7	13940339	13940483	ETV1	1794	0.55289175
chr7	13946029	13946232	ETV1	2441	0.70250979
chr7	13949219	13949352	ETV1	630	-0.60236783
chr7	13950059	13950210	ETV1	591	-0.063810453
chr7	13950814	13950972	ETV1	1166	-0.072336894
chr7	13971094	13971411	ETV1	4209	0.62648445
chr7	13975299	13975558	ETV1	3436	0.60543464
chr7	13978719	13978887	ETV1	1373	0.036115734
chr7	14016999	14017112	ETV1	236	-1.7766979
chr7	14025709	14026182	ETV1	3375	-0.19842826
chr7	14026214	14026352	ETV1	1519	0.87526584
chr7	14027679	14027813	ETV1	1646	0.72669713
chr7	14028584	14028736	ETV1	938	-0.36934994
chr7	23545140	23545207	TRA2A	159	-1.531352
chr7	23545220	23545286	TRA2A	255	-0.26449291
chr7	40228046	40228116	SUGCT	454	0.14732156
chr7	41729226	41729744	INHBA	6216	0.53765943
chr7	41729746	41730171	INHBA	6512	0.85332896
chr7	41739561	41740012	INHBA	3873	0.028825602
chr7	48308368	48308448	ABCA13	661	-0.0166221
chr7	48308463	48308532	ABCA13	554	0.87004236
chr7	50358609	50358746	IKZF1	730	-0.61483691
chr7	50367204	50367381	IKZF1	1826	0.41775019
chr7	55086931	55087077	EGFR	629	-0.63945335
chr7	55177391	55177662	EGFR	0.001	-21.166693
chr7	55209956	55210157	EGFR	1446	-0.02090366
chr7	55210966	55211214	EGFR	1201	-0.82199434
chr7	55214266	55214464	EGFR	831	-0.85533648
chr7	55218941	55219091	EGFR	685	-0.93322874
chr7	55220211	55220393	EGFR	769	-0.70325923
chr7	55221671	55221850	EGFR	1177	-0.2442258
chr7	55223491	55223672	EGFR	1345	-0.080516275
chr7	55224191	55224384	EGFR	1050	-0.51959351
chr7	55224421	55224659	EGFR	625	-1.3067635
chr7	55225316	55225466	EGFR	1221	-0.1106011
chr7	55227801	55228043	EGFR	2058	0.16679775
chr7	55229156	55229343	EGFR	1179	-0.14086015
chr7	55231396	55231547	EGFR	914	-0.40624293
chr7	55232951	55233168	EGFR	1118	-0.65697098
chr7	55236191	55236358	EGFR	0.001	-19.437994
chr7	55237966	55238089	EGFR	0.001	-19.66849
chr7	55238106	55238666	EGFR	36	-7.105803
chr7	55238676	55238775	EGFR	202	-0.83720529
chr7	55238816	55238962	EGFR	795	-0.67258053
chr7	55240516	55240861	EGFR	1576	-0.78897666
chr7	55241591	55241759	EGFR	1261	-0.12517069
chr7	55242381	55242526	EGFR	664	-0.98681826
chr7	55248951	55249200	EGFR	1195	-0.6516854
chr7	55259376	55260579	EGFR	2158	-2.2039919
chr7	55266386	55266601	EGFR	1350	-0.47517662
chr7	55267956	55269055	EGFR	8226	-0.17632249
chr7	55269366	55269518	EGFR	794	-0.60737578
chr7	55270181	55270359	EGFR	1270	-0.17117432
chr7	55272926	55273340	EGFR	2	-10.859158
chr7	80532039	80532176	rs7779029	1723	0.6543028
chr7	81331864	81332087	HGF	1968	0.20914827
chr7	81334674	81334893	HGF	1696	0.038592847
chr7	81334934	81335109	HGF	992	-0.41293254
chr7	81335579	81335754	HGF	970	-0.44528791
chr7	81336569	81336702	HGF	777	-0.13792368
chr7	81339434	81339580	HGF	1080	0.11035906
chr7	81340744	81340883	HGF	563	-0.028138223
chr7	81346524	81346699	HGF	979	-0.5792428
chr7	81350039	81350173	HGF	1575	0.83091404
chr7	81355184	81355354	HGF	2069	0.58441952
chr7	81358899	81359108	HGF	1861	0.19823966
chr7	81371974	81372194	HGF	925	-0.65149222
chr7	81372204	81372303	HGF	579	-0.46008476
chr7	81372644	81372826	HGF	1666	0.083552896
chr7	81374284	81374467	HGF	1153	-0.26514854
chr7	81380254	81380458	HGF	1037	0.26158652
chr7	81380474	81381582	HGF	8919	0.12746498
chr7	81386479	81386650	HGF	1928	0.62428737
chr7	81387974	81388149	HGF	1336	0.37018949
chr7	81391999	81392200	HGF	3551	1.9162202
chr7	81399159	81399324	HGF	1155	-0.15064348
chr7	87138572	87138725	rs1045642	1839	0.43247169
chr7	87160547	87160686	rs2032582	983	0.45217661
chr7	87233527	87233671	rs4728709	1293	0.35379112
chr7	92244427	92244608	CDK6	3685	1.1902581
chr7	92247352	92247543	CDK6	1786	0.12624886
chr7	92252302	92252432	CDK6	537	0.17472434
chr7	92300717	92300892	CDK6	1555	0.041306437
chr7	92339957	92340206	CDK6	1691	-0.36201157
chr7	92354327	92354645	CDK6	4610	0.79146883
chr7	92354907	92355122	CDK6	2002	0.15556498
chr7	92403977	92404156	CDK6	1502	0.13692733
chr7	92462372	92462661	CDK6	3041	0.72316007
chr7	106507960	106509155	PIK3CG	9136	0.070281364
chr7	106509170	106510041	PIK3CG	6872	-0.1392005
chr7	106512935	106513077	PIK3CG	1847	0.68624857
chr7	106513135	106513411	PIK3CG	2588	0.21099478
chr7	106515110	106515258	PIK3CG	763	-0.61401896
chr7	106519940	106520148	PIK3CG	1311	0.11881739
chr7	106522535	106522685	PIK3CG	901	-0.34619311
chr7	106523445	106523634	PIK3CG	1263	-0.30435667
chr7	106524575	106524747	PIK3CG	1457	0.34370339
chr7	106526545	106526770	PIK3CG	2003	0.18700123
chr7	106545530	106545850	PIK3CG	2496	0.016301812
chr7	116335748	116335904	MET	985	0.11730778
chr7	116339093	116341963	MET	21082	1.0556405
chr7	116342008	116342544	MET	3383	-0.013743209
chr7	116342563	116345743	MET	20961	1.2033717
chr7	116345788	116346947	MET	8649	-0.014199187
chr7	116346953	116347334	MET	3115	0.30741534
chr7	116347348	116349596	MET	15503	0.8950905
chr7	116349613	116350756	MET	8930	0.33473807
chr7	116350763	116351670	MET	8631	0.73824374
chr7	116351683	116352822	MET	11871	0.38631512
chr7	116352828	116353175	MET	3601	0.39758225
chr7	116353458	116354197	MET	7144	0.16783102
chr7	116354203	116354377	MET	1304	0.66630399
chr7	116354403	116354772	MET	3033	0.30906898
chr7	116354818	116355031	MET	1573	-0.042909362
chr7	116355033	116355255	MET	2032	0.52493587
chr7	116355328	116355501	MET	2461	0.79837327
chr7	116355598	116356028	MET	2812	-0.32237074
chr7	116356588	116357736	MET	6497	-0.58505498
chr7	116357738	116358147	MET	1119	-0.56246567
chr7	116358483	116358553	MET	148	-1.0379278
chr7	116364578	116365241	MET	5246	0.0052456887
chr7	116365253	116365487	MET	1141	-0.12342992
chr7	116365773	116365955	MET	310	-1.2246776
chr7	116366063	116366132	MET	83	-2.8066501
chr7	116366223	116367524	MET	10342	-0.054811163
chr7	116367543	116370946	MET	25296	1.1398563
chr7	116370948	116372237	MET	12967	0.57307622
chr7	116372238	116373391	MET	13728	0.96312274
chr7	116373413	116375843	MET	20701	0.94207416
chr7	116376108	116376235	MET	825	0.75476857
chr7	116376288	116376395	MET	715	-0.1119564
chr7	116376418	116378224	MET	15470	0.68200016
chr7	116378243	116380726	MET	21230	0.96932453
chr7	116380738	116381123	MET	2972	-0.049436038
chr7	116381193	116381822	MET	4894	-0.1640618
chr7	116381828	116382529	MET	6503	0.45099137
chr7	116382543	116383005	MET	2387	-0.43330952
chr7	116383123	116383308	MET	239	-2.7410549
chr7	116384023	116384091	MET	53	-3.0741611
chr7	116388373	116388443	MET	65	-2.3132995
chr7	116391518	116391839	MET	1710	-0.16930558
chr7	116392143	116392303	MET	1221	0.053282685
chr7	116392313	116394021	MET	15533	0.54110895
chr7	116394233	116394611	MET	2102	-0.609982
chr7	116395098	116396992	MET	15802	0.85372645
chr7	116397273	116397656	MET	2423	0.45256394
chr7	116397673	116399269	MET	17827	1.1271678
